hid,size,occupants,race
741,5,"[35466, 29530, 34670, 13888, 40971]",Black
742,4,"[33445, 24893, 27670, 2653]",Black
743,1,[39395],Black
744,2,"[9017, 31694]",Black
745,3,"[26410, 15105, 39062]",Black
746,2,"[9698, 35173]",Black
747,3,"[103, 1237, 35132]",Black
748,2,"[34218, 39704]",Black
749,1,[23778],Black
750,1,[27021],Black
751,4,"[31233, 30553, 33714, 25931]",Black
752,3,"[19022, 4775, 4973]",Black
753,3,"[8611, 28849, 22884]",Black
754,1,[34945],Black
755,1,[34449],Black
756,2,"[6739, 24480]",Black
757,1,[39837],Black
758,4,"[18132, 41538, 9257, 1219]",Black
759,1,[6088],Black
760,4,"[40715, 18617, 41751, 26531]",Black
761,1,[34996],Black
762,4,"[14261, 21953, 17485, 26418]",Black
763,1,[30558],Black
764,1,[6398],Black
765,1,[30985],Black
766,1,[29174],Black
767,2,"[21196, 34450]",Black
768,1,[21158],Black
769,4,"[30522, 16973, 11205, 23387]",Black
770,1,[12317],Black
771,3,"[8106, 12864, 5284]",Black
772,2,"[23050, 28435]",Black
773,2,"[40039, 39741]",Black
774,3,"[38934, 33455, 18659]",Black
775,1,[21172],Black
776,1,[12335],Black
777,4,"[29190, 753, 16198, 6951]",Black
778,1,[43674],Black
779,1,[22697],Black
780,2,"[21607, 36685]",Black
781,1,[6264],Black
782,1,[379],Black
783,4,"[25299, 31823, 35450, 37668]",Black
784,2,"[18499, 28286]",Black
785,4,"[39556, 40604, 7965, 16096]",Black
786,4,"[28194, 4503, 2291, 9783]",Black
787,2,"[16693, 2728]",Black
788,2,"[16440, 36873]",Black
789,4,"[36222, 35813, 22510, 35483]",Black
790,1,[9711],Black
791,4,"[25460, 10868, 31922, 33]",Black
792,2,"[8041, 30860]",Black
793,2,"[1180, 14842]",Black
794,3,"[34942, 1316, 8907]",Black
795,3,"[6207, 35908, 26389]",Black
796,2,"[39143, 28590]",Black
797,3,"[44330, 10503, 14766]",Black
798,1,[23126],Black
799,7,"[1605, 21460, 14091, 5690, 16719, 20189, 44359]",Black
800,5,"[11054, 17189, 28768, 891, 12661]",Black
801,2,"[17949, 39900]",Black
802,2,"[9118, 3040]",Black
803,4,"[8259, 32041, 21716, 9896]",Black
804,1,[17015],Black
805,2,"[44574, 5535]",Black
806,1,[21056],Black
807,2,"[2253, 13699]",Black
808,4,"[13890, 29092, 15163, 38075]",Black
809,2,"[22151, 25502]",Black
810,1,[42516],Black
811,4,"[38655, 18900, 23702, 35612]",Black
812,2,"[28996, 25498]",Black
813,4,"[22638, 14272, 16831, 14144]",Black
814,3,"[37451, 21656, 30028]",Black
815,2,"[4925, 8628]",Black
816,3,"[40571, 17607, 37126]",Black
817,3,"[8729, 32849, 14901]",Black
818,2,"[13963, 2810]",Black
819,1,[25627],Black
820,3,"[3162, 18906, 9948]",Black
821,2,"[5375, 31323]",Black
822,4,"[7813, 16104, 24551, 12666]",Black
823,5,"[9843, 35365, 15138, 2433, 4517]",Black
824,5,"[39979, 3848, 32353, 11048, 13765]",Black
825,1,[6444],Black
826,1,[1664],Black
827,4,"[12914, 10881, 1401, 44247]",Black
828,1,[11020],Black
829,2,"[40781, 10721]",Black
830,2,"[32253, 43163]",Black
831,2,"[20995, 15617]",Black
832,2,"[30504, 39859]",Black
833,2,"[31837, 25175]",Black
834,1,[16299],Black
835,1,[32608],Black
836,2,"[5585, 11075]",Black
837,2,"[39097, 23079]",Black
838,2,"[38602, 37274]",Black
839,1,[11410],Black
840,4,"[15721, 21936, 33518, 41437]",Black
841,2,"[15482, 7957]",Black
842,2,"[38883, 41373]",Black
843,2,"[18364, 11580]",Black
844,3,"[3160, 2045, 23996]",Black
845,2,"[42173, 10329]",Black
846,1,[9646],Black
847,4,"[32797, 416, 462, 11252]",Black
848,1,[36421],Black
849,3,"[43453, 10730, 28298]",Black
850,4,"[7396, 23277, 6272, 8708]",Black
851,2,"[19480, 37423]",Black
852,2,"[5126, 24467]",Black
853,1,[43650],Black
854,1,[39666],Black
855,5,"[43247, 36073, 24659, 16474, 7716]",Black
856,1,[13384],Black
857,1,[14001],Black
858,2,"[599, 9559]",Black
859,5,"[16189, 16069, 43575, 10828, 32472]",Black
860,3,"[30630, 38089, 37073]",Black
861,2,"[25225, 41860]",Black
862,2,"[33510, 42296]",Black
863,1,[635],Black
864,4,"[42305, 29088, 8976, 7851]",Black
865,1,[6364],Black
866,2,"[15053, 10945]",Black
867,2,"[36134, 946]",Black
868,4,"[13982, 7255, 22912, 5198]",Black
869,3,"[1757, 4480, 25211]",Black
870,3,"[17320, 3340, 17993]",Black
871,2,"[25003, 25488]",Black
872,1,[12017],Black
873,4,"[12591, 42391, 10092, 25888]",Black
874,3,"[34237, 35860, 12688]",Black
875,2,"[4721, 26767]",Black
876,2,"[21181, 31552]",Black
877,1,[38082],Black
878,3,"[21853, 43137, 13219]",Black
879,2,"[36636, 4702]",Black
880,1,[15539],Black
881,3,"[14244, 15131, 22595]",Black
882,2,"[9680, 40337]",Black
883,1,[12007],Black
884,2,"[4022, 19761]",Black
885,5,"[6216, 43242, 19735, 39085, 42934]",Black
886,1,[19390],Black
887,2,"[41760, 41433]",Black
888,3,"[20872, 3095, 15509]",Black
889,1,[12231],Black
890,2,"[41529, 24240]",Black
891,1,[8746],Black
892,1,[7675],Black
893,2,"[21837, 23826]",Black
894,3,"[34857, 26363, 5300]",Black
895,1,[12288],Black
896,1,[36231],Black
897,1,[40976],Black
898,4,"[9164, 6177, 8077, 39326]",Black
899,1,[21130],Black
900,2,"[26155, 35443]",Black
901,3,"[41211, 42978, 20947]",Black
902,2,"[998, 37887]",Black
903,1,[3903],Black
904,3,"[29200, 27590, 8645]",Black
905,1,[4292],Black
906,1,[37134],Black
907,2,"[29098, 21872]",Black
908,3,"[13225, 32634, 15534]",Black
909,1,[38512],Black
910,1,[5571],Black
911,4,"[20328, 21711, 29543, 41614]",Black
912,2,"[43717, 18062]",Black
913,2,"[21557, 2134]",Black
914,5,"[6716, 44319, 23951, 31551, 32486]",Black
915,2,"[531, 6585]",Black
916,3,"[12552, 34797, 35558]",Black
917,1,[3588],Black
918,2,"[25103, 38893]",Black
919,4,"[38671, 26214, 43480, 31616]",Black
920,2,"[6348, 20585]",Black
921,3,"[39014, 41845, 15256]",Black
922,5,"[13617, 21403, 26867, 19789, 44582]",Black
923,2,"[4388, 30822]",Black
924,1,[29780],Black
925,6,"[5098, 21562, 28785, 26577, 26694, 34246]",Black
926,4,"[27864, 27393, 43118, 40968]",Black
927,3,"[25473, 26226, 33757]",Black
928,2,"[5667, 43761]",Black
929,2,"[524, 42686]",Black
930,1,[30666],Black
931,1,[18670],Black
932,1,[27717],Black
933,4,"[39205, 23052, 1936, 12321]",Black
934,2,"[19068, 24524]",Black
935,3,"[7085, 32268, 28135]",Black
936,2,"[22551, 44304]",Black
937,2,"[39484, 29374]",Black
938,2,"[29047, 4105]",Black
939,2,"[25789, 1796]",Black
940,2,"[14280, 497]",Black
941,1,[29258],Black
942,1,[16885],Black
943,3,"[4437, 37520, 32889]",Black
944,3,"[40176, 694, 31568]",Black
945,4,"[29324, 17835, 23706, 43200]",Black
946,1,[19860],Black
947,3,"[24496, 8805, 8922]",Black
948,6,"[33625, 23132, 22930, 6151, 32535, 27071]",Black
949,2,"[31029, 38473]",Black
950,6,"[25761, 7607, 26152, 41856, 32968, 22012]",Black
951,6,"[22241, 37033, 42395, 29231, 40261, 32420]",Black
952,5,"[7577, 13227, 43255, 16039, 5238]",Black
953,5,"[19283, 11890, 37410, 41071, 16558]",Black
954,2,"[18704, 8534]",Black
955,3,"[10293, 3085, 5477]",Black
956,2,"[29199, 14191]",Black
957,3,"[33547, 39833, 31715]",Black
958,3,"[16837, 5996, 19306]",Black
959,2,"[4955, 20386]",Black
960,2,"[4360, 7875]",Black
961,3,"[32206, 43769, 11524]",Black
962,2,"[6682, 29399]",Black
963,2,"[37402, 23688]",Black
964,1,[26137],Black
965,4,"[39117, 40285, 21623, 7178]",Black
966,2,"[35535, 6024]",Black
967,1,[44447],Black
968,4,"[9828, 33916, 899, 356]",Black
969,1,[8348],Black
970,5,"[31677, 6128, 42487, 33573, 3133]",Black
971,2,"[2979, 35648]",Black
972,1,[38826],Black
973,3,"[34933, 42008, 2872]",Black
974,2,"[24846, 35861]",Black
975,6,"[40432, 33069, 12906, 31012, 16139, 21512]",Black
976,2,"[13392, 34860]",Black
977,3,"[42984, 6993, 35520]",Black
978,3,"[40711, 19465, 5874]",Black
979,3,"[18513, 41117, 35515]",Black
980,4,"[35133, 13303, 1032, 3149]",Black
981,3,"[33784, 22632, 29791]",Black
982,1,[11047],Black
983,4,"[10251, 26390, 21723, 43753]",Black
984,1,[39992],Black
985,3,"[41550, 11427, 40847]",Black
986,1,[13359],Black
987,2,"[33353, 36734]",Black
988,1,[35718],Black
989,2,"[35906, 4860]",Black
990,1,[2569],Black
991,1,[43014],Black
992,2,"[31581, 43626]",Black
993,4,"[42109, 41735, 20385, 2150]",Black
994,2,"[42611, 39323]",Black
995,1,[19237],Black
996,1,[22440],Black
997,2,"[13189, 22253]",Black
998,2,"[54, 40438]",Black
999,6,"[40622, 1052, 19067, 35382, 6106, 27625]",Black
1000,1,[40725],Black
1001,3,"[15596, 6268, 6869]",Black
1002,1,[22066],Black
1003,1,[3187],Black
1004,3,"[29700, 25739, 38804]",Black
1005,2,"[710, 9817]",Black
1006,2,"[25445, 41160]",Black
1007,4,"[22668, 25172, 18799, 8865]",Black
1008,2,"[34487, 13832]",Black
1009,2,"[10635, 21408]",Black
1010,3,"[630, 6393, 43273]",Black
1011,2,"[37967, 43598]",Black
1012,2,"[15475, 19949]",Black
1013,5,"[15945, 20262, 9989, 23671, 12305]",Black
1014,4,"[29875, 25137, 39688, 19733]",Black
1015,1,[31807],Black
1016,1,[3171],Black
1017,3,"[44124, 18261, 19033]",Black
1018,2,"[14444, 35200]",Black
1019,2,"[9873, 8448]",Black
1020,5,"[36716, 6227, 73, 23198, 36055]",Black
1021,2,"[38280, 10491]",Black
1022,3,"[6270, 44534, 12446]",Black
1023,1,[4429],Black
1024,2,"[25996, 6399]",Black
1025,3,"[9954, 18453, 29802]",Black
1026,7,"[41192, 7727, 5896, 2378, 4286, 24316, 20471]",Black
1027,5,"[34416, 12035, 4060, 31392, 39935]",Black
1028,2,"[1444, 20337]",Black
1029,2,"[35548, 34267]",Black
1030,1,[4370],Black
1031,1,[27403],Black
1032,1,[11547],Black
1033,3,"[7074, 38044, 3376]",Black
1034,2,"[38837, 17194]",Black
1035,2,"[30232, 32098]",Black
1036,1,[8636],Black
1037,1,[7334],Black
1038,1,[25928],Black
1039,6,"[33157, 33938, 44061, 105, 18241, 9429]",Black
1040,2,"[30172, 7377]",Black
1041,3,"[8444, 1593, 10295]",Black
1042,4,"[8568, 44143, 40487, 38169]",Black
1043,2,"[42070, 31199]",Black
1044,2,"[9704, 17190]",Black
1045,2,"[19269, 11505]",Black
1046,1,[36722],Black
1047,2,"[25186, 30923]",Black
1048,3,"[23230, 25732, 5517]",Black
1049,1,[34177],Black
1050,1,[2366],Black
1051,3,"[33140, 35075, 43663]",Black
1052,2,"[24469, 14033]",Black
1053,2,"[6424, 37806]",Black
1054,1,[25090],Black
1055,2,"[12329, 20942]",Black
1056,1,[11257],Black
1057,1,[26621],Black
1058,3,"[11050, 44123, 43296]",Black
1059,4,"[3318, 11860, 42620, 14755]",Black
1060,3,"[13470, 8904, 27786]",Black
1061,4,"[6148, 14307, 31290, 44109]",Black
1062,7,"[9313, 14555, 21052, 36955, 309, 10384, 18868]",Black
1063,2,"[44517, 18285]",Black
1064,4,"[20304, 37449, 19247, 3647]",Black
1065,2,"[34631, 32238]",Black
1066,1,[279],Black
1067,1,[36026],Black
1068,5,"[11280, 15130, 37536, 388, 6587]",Black
1069,2,"[26187, 11850]",Black
1070,4,"[10624, 23042, 32671, 27093]",Black
1071,4,"[37638, 4771, 8066, 5273]",Black
1072,1,[32187],Black
1073,2,"[5277, 28730]",Black
1074,5,"[11667, 6114, 12665, 14036, 38031]",Black
1075,3,"[41706, 11817, 19422]",Black
1076,2,"[19032, 23742]",Black
1077,2,"[2159, 43861]",Black
1078,1,[36779],Black
1079,5,"[41306, 27217, 31929, 18204, 22887]",Black
1080,2,"[33333, 12170]",Black
1081,1,[29899],Black
1082,2,"[35562, 18994]",Black
1083,1,[35266],Black
1084,1,[11851],Black
1085,3,"[14936, 11880, 37670]",Black
1086,3,"[33994, 37096, 34657]",Black
1087,1,[43609],Black
1088,1,[23234],Black
1089,1,[44278],Black
1090,2,"[39118, 16231]",Black
1091,1,[1779],Black
1092,2,"[830, 31070]",Black
1093,5,"[31520, 15168, 41831, 18045, 28401]",Black
1094,4,"[15946, 42064, 29523, 5552]",Black
1095,1,[33749],Black
1096,5,"[22202, 4173, 37060, 26301, 43652]",Black
1097,1,[6363],Black
1098,2,"[4996, 25124]",Black
1099,3,"[21796, 28107, 8100]",Black
1100,1,[6921],Black
1101,2,"[23044, 32898]",Black
1102,2,"[6110, 20093]",Black
1103,4,"[34335, 19317, 15827, 3523]",Black
1104,3,"[23137, 29286, 38105]",Black
1105,2,"[13833, 40073]",Black
1106,1,[35020],Black
1107,2,"[3561, 8311]",Black
1108,2,"[5168, 26342]",Black
1109,3,"[1612, 17237, 40580]",Black
1110,1,[17014],Black
1111,5,"[6651, 17001, 11749, 25853, 26620]",Black
1112,1,[39863],Black
1113,2,"[22359, 28769]",Black
1114,1,[25440],Black
1115,4,"[5358, 496, 36422, 6622]",Black
1116,2,"[33192, 43398]",Black
1117,1,[41384],Black
1118,1,[22170],Black
1119,1,[17073],Black
1120,4,"[7706, 26499, 17795, 42179]",Black
1121,5,"[5925, 14640, 25643, 6850, 6547]",Black
1122,1,[33832],Black
1123,4,"[4715, 43945, 27682, 38412]",Black
1124,2,"[29512, 25420]",Black
1125,6,"[43508, 39164, 3128, 44333, 6721, 24698]",Black
1126,1,[13954],Black
1127,3,"[33716, 28853, 11883]",Black
1128,2,"[13986, 41469]",Black
1129,6,"[36643, 38332, 25091, 5446, 31864, 41203]",Black
1130,2,"[295, 24396]",Black
1131,4,"[28748, 39347, 4438, 22772]",Black
1132,3,"[42791, 30078, 4300]",Black
1133,1,[2559],Black
1134,1,[7752],Black
1135,2,"[30092, 19321]",Black
1136,3,"[10591, 2312, 41862]",Black
1137,4,"[5919, 933, 28776, 18812]",Black
1138,2,"[15741, 10417]",Black
1139,2,"[11539, 2355]",Black
1140,5,"[37435, 28474, 10250, 15927, 36584]",Black
1141,2,"[20362, 14794]",Black
1142,2,"[40859, 1620]",Black
1143,2,"[43775, 30566]",Black
1144,3,"[12133, 18880, 18615]",Black
1145,6,"[44587, 26001, 12650, 12204, 21684, 3618]",Black
1146,3,"[19579, 43062, 20321]",Black
1147,3,"[1347, 10481, 9677]",Black
1148,7,"[19965, 31355, 6420, 32039, 9262, 33396, 6607]",Black
1149,1,[44268],Black
1150,5,"[17543, 20132, 41004, 7499, 34780]",Black
1151,2,"[40945, 26189]",Black
1152,2,"[19755, 2907]",Black
1153,2,"[34950, 3050]",Black
1154,2,"[41043, 35974]",Black
1155,3,"[40402, 40323, 37919]",Black
1156,1,[36232],Black
1157,1,[11933],Black
1158,4,"[28482, 33436, 36173, 10014]",Black
1159,3,"[13026, 22129, 39389]",Black
1160,2,"[36507, 9622]",Black
1161,5,"[1990, 36188, 36178, 24083, 7889]",Black
1162,1,[41282],Black
1163,1,[22214],Black
1164,4,"[33231, 159, 27817, 2082]",Black
1165,2,"[4001, 591]",Black
1166,1,[37239],Black
1167,1,[21539],Black
1168,1,[27153],Black
1169,2,"[12393, 3719]",Black
1170,2,"[31833, 24440]",Black
1171,4,"[15592, 41818, 30240, 634]",Black
1172,2,"[27029, 41363]",Black
1173,2,"[16420, 25757]",Black
1174,1,[27316],Black
1175,2,"[19767, 14961]",Black
1176,5,"[20212, 8621, 43851, 11859, 24540]",Black
1177,2,"[44075, 11291]",Black
1178,2,"[36139, 39726]",Black
1179,3,"[9953, 5792, 4072]",Black
1180,4,"[31482, 1288, 26057, 44477]",Black
1181,4,"[912, 3046, 4400, 2382]",Black
1182,3,"[29110, 24073, 11477]",Black
1183,4,"[3124, 22981, 42143, 39045]",Black
1184,4,"[16322, 33683, 4246, 604]",Black
1185,2,"[39431, 14153]",Black
1186,1,[35025],Black
1187,1,[27516],Black
1188,7,"[22075, 37551, 12082, 37723, 40008, 31623, 33010]",Black
1189,4,"[24221, 24877, 20256, 37981]",Black
1190,3,"[15934, 18074, 37961]",Black
1191,6,"[18398, 16187, 34868, 1, 5714, 43972]",Black
1192,2,"[14563, 28017]",Black
1193,3,"[9865, 17141, 294]",Black
1194,2,"[9841, 5006]",Black
1195,2,"[4241, 340]",Black
1196,1,[32017],Black
1197,4,"[35444, 4583, 310, 28869]",Black
1198,1,[20238],Black
1199,3,"[20743, 37372, 30872]",Black
1200,2,"[8681, 40443]",Black
1201,4,"[5646, 2485, 14329, 34043]",Black
1202,1,[27669],Black
1203,2,"[12338, 15675]",Black
1204,2,"[28203, 37356]",Black
1205,1,[285],Black
1206,5,"[3880, 5913, 870, 13145, 3428]",Black
1207,2,"[16008, 12195]",Black
1208,2,"[39794, 40053]",Black
1209,2,"[1591, 15703]",Black
1210,3,"[7234, 19043, 37195]",Black
1211,5,"[15412, 8452, 43617, 6631, 44161]",Black
1212,5,"[40586, 9718, 20722, 33647, 39640]",Black
1213,5,"[12259, 38364, 17322, 17890, 14320]",Black
1214,2,"[41254, 15333]",Black
1215,3,"[34650, 31606, 31496]",Black
1216,1,[6186],Black
1217,1,[36205],Black
1218,2,"[27944, 13510]",Black
1219,3,"[41449, 12833, 34501]",Black
1220,2,"[17428, 9722]",Black
1221,2,"[84, 41419]",Black
1222,4,"[37910, 660, 4694, 9699]",Black
1223,1,[11835],Black
1224,2,"[22605, 18317]",Black
1225,4,"[22015, 29155, 4621, 9101]",Black
1226,2,"[27740, 31394]",Black
1227,2,"[31156, 22617]",Black
1228,2,"[18709, 30165]",Black
1229,2,"[7449, 37986]",Black
1230,3,"[25753, 42662, 11559]",Black
1231,1,[24450],Black
1232,2,"[14391, 4344]",Black
1233,4,"[23493, 33706, 40576, 11653]",Black
1234,3,"[14237, 36127, 19411]",Black
1235,2,"[24014, 6638]",Black
1236,2,"[30124, 5322]",Black
1237,1,[23916],Black
1238,2,"[25372, 18819]",Black
1239,1,[19772],Black
1240,3,"[8591, 41806, 13826]",Black
1241,3,"[43640, 32546, 5380]",Black
1242,2,"[38675, 25556]",Black
1243,2,"[42945, 17017]",Black
1244,1,[20026],Black
1245,1,[25193],Black
1246,1,[30568],Black
1247,1,[43252],Black
1248,4,"[704, 44145, 9522, 26852]",Black
1249,2,"[19982, 29277]",Black
1250,4,"[19653, 36018, 26118, 7945]",Black
1251,3,"[16871, 10046, 7579]",Black
1252,4,"[10403, 27536, 29805, 35304]",Black
1253,4,"[9084, 29755, 11121, 24885]",Black
1254,1,[29716],Black
1255,2,"[9279, 11185]",Black
1256,1,[31743],Black
1257,4,"[31162, 31080, 40554, 33349]",Black
1258,3,"[15337, 21572, 23056]",Black
1259,1,[32409],Black
1260,2,"[21394, 26357]",Black
1261,2,"[32922, 22420]",Black
1262,7,"[31421, 28532, 9967, 26484, 15743, 37468, 15466]",Black
1263,1,[10913],Black
1264,2,"[36292, 8308]",Black
1265,1,[31690],Black
1266,3,"[3402, 26122, 32529]",Black
1267,2,"[13516, 4543]",Black
1268,1,[42292],Black
1269,1,[16218],Black
1270,1,[27969],Black
1271,2,"[3438, 6068]",Black
1272,5,"[5854, 21089, 40605, 6166, 42654]",Black
1273,1,[19257],Black
1274,1,[25353],Black
1275,4,"[26990, 4451, 24225, 33819]",Black
1276,5,"[12535, 28636, 15335, 42195, 34167]",Black
1277,1,[9715],Black
1278,2,"[25464, 23485]",Black
1279,2,"[15211, 39350]",Black
1280,1,[20309],Black
1281,3,"[21970, 319, 31071]",Black
1282,5,"[6053, 32283, 42098, 8477, 5855]",Black
1283,1,[32272],Black
1284,4,"[39972, 17703, 42863, 37625]",Black
1285,2,"[3280, 16360]",Black
1286,4,"[992, 13068, 16648, 18898]",Black
1287,4,"[32943, 6527, 8891, 33927]",Black
1288,2,"[32509, 6208]",Black
1289,2,"[5064, 39413]",Black
1290,4,"[18490, 37839, 39170, 19594]",Black
1291,1,[15050],Black
1292,3,"[10646, 7156, 34471]",Black
1293,6,"[516, 34519, 35600, 43049, 39180, 15039]",Black
1294,2,"[21891, 30409]",Black
1295,2,"[9985, 16841]",Black
1296,2,"[24828, 14891]",Black
1297,2,"[16107, 10294]",Black
1298,3,"[40049, 39811, 22719]",Black
1299,3,"[36933, 34474, 35656]",Black
1300,1,[3550],Black
1301,1,[25343],Black
1302,2,"[5638, 24642]",Black
1303,2,"[13281, 8441]",Black
1304,1,[41603],Black
1305,1,[31346],Black
1306,3,"[25893, 33256, 29240]",Black
1307,1,[34381],Black
1308,1,[17068],Black
1309,3,"[2744, 31206, 40058]",Black
1310,2,"[30250, 3819]",Black
1311,2,"[17979, 27199]",Black
1312,5,"[20670, 27524, 39521, 5301, 27078]",Black
1313,1,[28968],Black
1314,1,[31775],Black
1315,5,"[9810, 11059, 40955, 23516, 27149]",Black
1316,2,"[17012, 34963]",Black
1317,2,"[1566, 9760]",Black
1318,1,[34398],Black
1319,2,"[2816, 1190]",Black
1320,3,"[4637, 11172, 4872]",Black
1321,1,[32223],Black
1322,2,"[16766, 10219]",Black
1323,1,[4471],Black
1324,1,[15331],Black
1325,5,"[19987, 5135, 14776, 3154, 13929]",Black
1326,4,"[12560, 16882, 44412, 13459]",Black
1327,4,"[20847, 6050, 25485, 10880]",Black
1328,5,"[39229, 28078, 3426, 26334, 40020]",Black
1329,1,[28831],Black
1330,1,[38759],Black
1331,6,"[16220, 12078, 6082, 38411, 39076, 12150]",Black
1332,1,[40098],Black
1333,3,"[14200, 2626, 3325]",Black
1334,2,"[4252, 3923]",Black
1335,4,"[22130, 8717, 726, 34142]",Black
1336,1,[14022],Black
1337,2,"[15838, 9579]",Black
1338,2,"[37960, 18635]",Black
1339,4,"[25994, 32460, 33154, 1493]",Black
1340,1,[1227],Black
1341,5,"[10813, 27509, 22423, 19571, 38925]",Black
1342,5,"[14768, 9905, 14120, 19729, 13700]",Black
1343,3,"[27925, 37417, 17986]",Black
1344,3,"[39649, 41654, 3525]",Black
1345,1,[10670],Black
1346,1,[19394],Black
1347,1,[41921],Black
1348,2,"[26167, 367]",Black
1349,2,"[28702, 36471]",Black
1350,2,"[19478, 8784]",Black
1351,4,"[6173, 5699, 26348, 31136]",Black
1352,5,"[16617, 42739, 3604, 30670, 27100]",Black
1353,5,"[28846, 43960, 4588, 23125, 36070]",Black
1354,4,"[18559, 24231, 13690, 10059]",Black
1355,1,[9995],Black
1356,4,"[32335, 2368, 37857, 19051]",Black
1357,6,"[20775, 25202, 15680, 29087, 32390, 19430]",Black
1358,2,"[39693, 41889]",Black
1359,1,[22827],Black
1360,4,"[21082, 43763, 37306, 27547]",Black
1361,1,[40235],Black
1362,2,"[25514, 43284]",Black
1363,1,[9910],Black
1364,2,"[23649, 4421]",Black
1365,5,"[6789, 21429, 2010, 39248, 31627]",Black
1366,4,"[28330, 12497, 1934, 7084]",Black
1367,1,[3715],Black
1368,1,[22977],Black
1369,1,[1521],Black
1370,1,[23415],Black
1371,4,"[39193, 9708, 479, 15917]",Black
1372,3,"[16567, 23559, 14797]",Black
1373,2,"[14741, 5836]",Black
1374,1,[3436],Black
1375,1,[44166],Black
1376,3,"[43576, 15187, 6583]",Black
1377,2,"[9982, 551]",Black
1378,3,"[6322, 10364, 29371]",Black
1379,2,"[11107, 18303]",Black
1380,3,"[18634, 11216, 37494]",Black
1381,2,"[10359, 22527]",Black
1382,1,[23585],Black
1383,3,"[332, 8376, 23665]",Black
1384,2,"[38121, 41347]",Black
1385,5,"[30584, 5346, 32923, 28967, 39779]",Black
1386,1,[9409],Black
1387,3,"[44142, 33801, 4484]",Black
1388,2,"[16843, 34308]",Black
1389,1,[4332],Black
1390,2,"[12575, 34307]",Black
1391,2,"[18312, 15161]",Black
1392,2,"[5192, 29624]",Black
1393,2,"[4412, 33646]",Black
1394,2,"[4499, 39002]",Black
1395,2,"[7317, 38017]",Black
1396,2,"[4425, 14545]",Black
1397,2,"[16469, 19630]",Black
1398,4,"[9733, 26399, 6143, 11544]",Black
1399,2,"[33277, 38006]",Black
1400,3,"[22830, 5671, 35715]",Black
1401,3,"[8222, 39156, 8159]",Black
1402,1,[32337],Black
1403,2,"[13795, 36186]",Black
1404,4,"[40537, 35069, 3173, 44088]",Black
1405,2,"[29525, 40311]",Black
1406,1,[25412],Black
1407,3,"[38481, 4165, 34492]",Black
1408,3,"[8946, 10213, 36887]",Black
1409,2,"[29508, 13762]",Black
1410,5,"[34652, 23889, 44516, 29056, 4977]",Black
1411,1,[5617],Black
1412,2,"[8262, 1559]",Black
1413,4,"[11520, 1534, 37303, 13148]",Black
1414,2,"[28612, 4020]",Black
1415,2,"[23474, 6957]",Black
1416,1,[30659],Black
1417,3,"[8366, 8479, 20623]",Black
1418,1,[33890],Black
1419,4,"[18377, 10495, 8253, 26494]",Black
1420,4,"[43852, 32641, 33742, 43008]",Black
1421,1,[15810],Black
1422,1,[4659],Black
1423,3,"[12739, 27520, 39128]",Black
1424,1,[9007],Black
1425,5,"[34980, 8251, 25116, 11517, 16292]",Black
1426,3,"[6890, 15468, 41911]",Black
1427,3,"[17130, 35639, 42618]",Black
1428,1,[33666],Black
1429,3,"[39637, 27485, 25516]",Black
1430,4,"[37406, 161, 14322, 19861]",Black
1431,1,[1075],Black
1432,6,"[24484, 22557, 6735, 41047, 8809, 1931]",Black
1433,4,"[23419, 30411, 35566, 11338]",Black
1434,2,"[37864, 33182]",Black
1435,2,"[23026, 322]",Black
1436,5,"[32045, 44034, 21704, 4215, 38834]",Black
1437,2,"[29682, 33023]",Black
1438,4,"[24527, 23439, 9584, 13618]",Black
1439,2,"[25028, 24671]",Black
1440,4,"[14076, 1443, 29900, 3422]",Black
1441,1,[1528],Black
1442,1,[31412],Black
1443,2,"[36179, 3477]",Black
1444,3,"[31919, 29923, 18222]",Black
1445,3,"[27974, 40710, 31032]",Black
1446,2,"[5842, 18394]",Black
1447,1,[18821],Black
1448,5,"[39386, 26753, 14717, 18375, 9713]",Black
